mc	mn	quarterbeats	duration_qb	keysig	timesig	act_dur	mc_offset	numbering_offset	dont_count	barline	breaks	repeats	next
1	0	0	0.5	-2	3/8	1/8	1/4		1			firstMeasure	2
2	1	1/2	1.5	-2	3/8	3/8	0						3
3	2	2	1.5	-2	3/8	3/8	0						4
4	3	7/2	1.5	-2	3/8	3/8	0						5
5	4	5	1.5	-2	3/8	3/8	0						6
6	5	13/2	1.5	-2	3/8	3/8	0				line		7
7	6	8	1.5	-2	3/8	3/8	0						8
8	7	19/2	1.5	-2	3/8	3/8	0						9
9	8	11	1.5	-2	3/8	3/8	0						10
10	9	25/2	1.5	-2	3/8	3/8	0						11
11	10	14	1.5	-2	3/8	3/8	0				line		12
12	11	31/2	1.5	-2	3/8	3/8	0						13
13	12	17	1.5	-2	3/8	3/8	0						14
14	13	37/2	1.5	-2	3/8	3/8	0						15
15	14	20	1.5	-2	3/8	3/8	0						16
16	15	43/2	1.5	-2	3/8	3/8	0						17
17	16	23	1.5	-2	3/8	3/8	0						18
18	17	49/2	1.5	-2	3/8	3/8	0						19
19	18	26	1.5	-2	3/8	3/8	0						20
20	19	55/2	1.5	-2	3/8	3/8	0						21
21	20	29	1.5	-2	3/8	3/8	0						22
22	21	61/2	1.5	-2	3/8	3/8	0						23
23	22	32	1.5	-2	3/8	3/8	0				line		24
24	23	67/2	1.5	-2	3/8	3/8	0						25
25	24	35	1.5	-2	3/8	3/8	0						26
26	25	73/2	1.5	-2	3/8	3/8	0						27
27	26	38	1.5	-2	3/8	3/8	0						28
28	27	79/2	1.5	-2	3/8	3/8	0						29
29	28	41	1.5	-2	3/8	3/8	0				line		30
30	29	85/2	1.5	-2	3/8	3/8	0						31
31	30	44	1.5	-2	3/8	3/8	0						32
32	31	91/2	1.5	-2	3/8	3/8	0						33
33	32	47	1.5	-2	3/8	3/8	0						34
34	33	97/2	1.5	-2	3/8	3/8	0						35
35	34	50	1.5	-2	3/8	3/8	0				line		36
36	35	103/2	1.5	-2	3/8	3/8	0						37
37	36	53	1.5	-2	3/8	3/8	0						38
38	37	109/2	1.5	-2	3/8	3/8	0						39
39	38	56	1.5	-2	3/8	3/8	0						40
40	39	115/2	1.5	-2	3/8	3/8	0						41
41	40	59	1.5	-2	3/8	3/8	0				line		42
42	41	121/2	1.5	-2	3/8	3/8	0						43
43	42	62	1.5	-2	3/8	3/8	0						44
44	43	127/2	1.5	-2	3/8	3/8	0						45
45	44	65	1.5	-2	3/8	3/8	0						46
46	45	133/2	1.5	-2	3/8	3/8	0						47
47	46	68	1.5	-2	3/8	3/8	0						48
48	47	139/2	1.5	-2	3/8	3/8	0						49
49	48	71	1.5	-2	3/8	3/8	0						50
50	49	145/2	1.5	-2	3/8	3/8	0						51
51	50	74	1.5	-2	3/8	3/8	0						52
52	51	151/2	1.5	-2	3/8	3/8	0						53
53	52	77	1.5	-2	3/8	3/8	0						54
54	53	157/2	1.5	-2	3/8	3/8	0						55
55	54	80	1.5	-2	3/8	3/8	0						56
56	55	163/2	1.5	-2	3/8	3/8	0						57
57	56	83	1.5	-2	3/8	3/8	0						58
58	57	169/2	1.5	-2	3/8	3/8	0						59
59	58	86	1.5	-2	3/8	3/8	0				page		60
60	59	175/2	1.5	-2	3/8	3/8	0						61
61	60	89	1.5	-2	3/8	3/8	0						62
62	61	181/2	1.5	-2	3/8	3/8	0						63
63	62	92	1.5	-2	3/8	3/8	0						64
64	63	187/2	1.5	-2	3/8	3/8	0				line		65
65	64	95	1.5	-2	3/8	3/8	0						66
66	65	193/2	1.5	-2	3/8	3/8	0						67
67	66	98	1.5	-2	3/8	3/8	0						68
68	67	199/2	1.5	-2	3/8	3/8	0						69
69	68	101	1.5	-2	3/8	3/8	0				line		70
70	69	205/2	1.5	-2	3/8	3/8	0						71
71	70	104	1.5	-2	3/8	3/8	0						72
72	71	211/2	1.5	-2	3/8	3/8	0						73
73	72	107	1.5	-2	3/8	3/8	0						74
74	73	217/2	6.0	-2	3/8	3/2	0			end	section	lastMeasure	-1
